Group.1	P32DA1	P32DA2	P32DA3	P32DB1	P32DB2	P32DB3	P32HA1	P32HA2	P32HA3	P32HB1	P32HB2	P32HB3	P60DA1	P60DA2	P60DA3	P60DB1	P60DB2	P60DB3	P60HA1	P60HA2	P60HA3	P60HB1	P60HB2	P60HB3
Csrp2	6502.706	7420.778	10575.584	5293.369	7343.264	7216.361	4738.492	5051.545	6235.119	7194.929	4216.739	4447.088	5720.701	8850.172	10780.684	3781.359	5071.535	4592.566	4254.258	4883.238	5103.359	2614.067	4578.244	3959.204
Csrp2bp	1027.112	643.513	1038.657	996.331	291.164	815.411	844.456	494.721	920.525	862.469	668.196	902.667	972.521	995.901	892.14	936.073	942.68	1404.233	852.38	520.915	1027.565	810.578	532.854	1068.38
Cst3	40487.497	36812.91	47761.535	41824.379	40107.609	47137.621	52893.695	36707.379	43269.324	51577.703	36206.192	44296.279	33355.161	42416.075	45594.835	41833.871	40926.43	47105.405	41016.784	32135.829	37404.924	37356.176	36195.159	42105.415
Cst7	470.971	342.359	899.758	571.829	689.084	650.942	734.358	119.951	135.598	951.208	219.034	177.258	545.493	346.434	736.985	559.954	493.997	337.712	163.546	294.658	182.706	198.434	374.466	310.336
Cstb	6861.245	3521.564	8119.664	6405.515	5107.566	9295.094	8773.363	5316.363	5493.562	11029.589	5074.21	5751.982	6820.172	5690.054	7629.794	7293.098	4416.912	5766.19	8181.017	3462.52	5357.508	6312.959	4758.318	6358.878
Cstf1	2226.715	2245.117	1359.152	2056.021	1687.301	1454.135	2388.774	1855.072	1532.232	2350.651	1593.2	1295.016	2265.716	1503.149	1331.674	2054.123	1465.087	1441.323	2789.374	2288.091	1705.714	2014.308	1927.834	1432.866
Cstf3	5800.667	554.425	2886.549	6619.523	400.292	2615.693	2728.442	393.5	3553.664	1866.701	606.291	3032.953	5108.928	2550.776	2101.93	4683.112	1587.541	2785.921	3208.699	2215.349	3347.36	5380.517	1532.576	2674.115
Ctag3	509.061	365.841	675.886	469.145	171.26	583.419	580.578	520.484	688.818	654.78	355.186	526.102	614.629	327.558	996.436	379.894	299.423	410.699	661.384	1224.773	947.427	469.96	618.862	599.485
Ctbp1	5302.031	9390.102	5803.322	5500.534	6167.342	6206.891	5383.588	8395.55	7922.695	4470.73	8607.957	7296.615	5097.851	10357.266	5585.066	5048.361	6320.179	8070.841	6807.746	6545.459	8827.365	5684.72	5298.296	8675.342
Ctbp2	2296.596	1504.972	1776.318	2858.708	676.805	1612.984	3089.007	1362.475	1963.843	1575.11	1587.257	1872.652	1833.325	2849.873	1670.475	2250.413	2401.551	2295.402	1383.819	1544.054	1488.168	1735.464	1504.544	1649.418
Ctbs	2908.768	1721.57	3645.552	3349.006	1868.413	3682.41	3326.734	1205.323	3553.541	3234.633	1144.23	4126.814	3127.005	1719.751	3979.528	3484.094	2476.12	3541.427	2729.071	2792.771	3483.733	2941.478	2985.88	3596.071
Ctcf	3431.191	2486.015	1568.786	3464.93	2628.848	1260.998	2327.769	2354.759	2534.762	1255.58	2379.794	2199.039	3073.541	2928.685	1281.12	3001.2	2203.358	2780.839	2719.79	2264.984	2425.169	2931.712	2037.909	2177.533
Ctdp1	2247.5	2271.67	830.326	2220.244	1174.352	655.679	1945.677	2517.854	1301.956	1336.834	2654.344	1057.483	2170.21	2932.647	572.91	2320.123	2936.63	1564.614	2147.807	2012.66	1546.044	1703.192	1668.485	1488.881
Ctdsp1	1065.78	1368.649	2651.635	1119.603	1247.494	2695.177	1311.351	1148.63	1913.386	1350.777	1194.368	2381.588	1076.697	3042.739	2699.175	1277.792	1353.253	2716.881	1126.324	1150.382	1802.915	1006.537	1003.735	2116.439
Ctdspl	776.2669999999999	2373.1225	1264.4985000000001	770.144	3431.9025	1377.141	1098.173	1734.145	946.3245000000001	1348.383	1512.953	1254.8205	732.3415	1585.646	1261.7279999999998	765.5310000000001	1112.3285	1101.5375	717.8925	802.364	808.424	768.218	1352.9015000000002	995.2225
Cte1	1344.461	1183.18	1499.569	2415.127	2016.016	2333.359	3256.935	1064.046	1134.748	3925.586	1647.798	1338.701	1397.195	672.809	1229.403	1968.278	896.131	1318.294	1302.365	816.709	705.289	2286.001	1301.871	1616.719
Ctf1	335.181	297.221	452.265	320.262	143.641	537.22	304.072	243.909	340.556	499.497	206.977	408.936	325.856	408.395	519.603	336.921	203.335	378.479	341.73	329.304	336.93	307.227	250.509	400.4
Ctgf	5574.976	5439.292	8551.294	3237.245	3163.439	6107.656	7947.875	4669.216	6734.843	3740.025	2826.659	4051.768	4506.05	15776.152	5954.799	3826.856	8289.486	5715.573	4126.21	7697.759	6370.804	2081.584	4807.392	3634.874
Cth	533.694	719.689	608.256	831.003	1384.297	835.859	1111.453	836.652	395.85	1445.23	1085.396	409.024	466.987	314.578	523.36	878.365	1575.887	822.757	373.096	803.898	420.524	833.234	1342.59	722.703
Cthrc1	3393.387	3362.596	5895.24	3139.672	4497.698	5392.945	2287.035	3049.835	3924.523	4802.508	2806.081	3711.766	2647.117	2126.805	3199.738	2510.154	2708.091	2422.69	2366.94	2709.287	2329.511	1873.801	3256.532	2873.795
Ctnna2	1369.711	399.183	998.426	1514.492	209.641	1508.442	1327.635	512.751	1835.699	885.857	827.192	1313.905	1541.768	1454.61	1074.861	1428.992	601.238	1412.319	1988.619	906	2540.851	1791.035	734.101	2119.239
Ctnnal1	15229.76	9462.718	9051.607	13292.851	4467.467	6027.762	8387.845	5638.257	12802.731	6855.022	6161.732	9745.091	15217.023	13482.4	8026.276	14543.474	10753.194	12096.03	10458.375	12005.499	13631.28	12724.806	9521.252	11036.704
Ctnnb1	7423.577	5101.648	8591.555	8238.34	3437.916	8147.984	8350.567	3351.263	10445.983	4594.587	4200.533	11410.054	6453.739	12875.07	4750.755	9383.319	8822.589	13471.214	5199.202	4249.756	9459.709	6807.604	4428.201	11571.076
Ctnnbl1	1687.626	5679.541	2182.572	1542.321	3619.623	1841.808	1663.029	4921.038	2728.167	1322.51	3896.487	1752.787	1712.225	1779.808	2747.876	1480.238	1543.177	2404.651	2298.569	2297.461	3236.498	1565.774	1677.69	2457.369
Ctnnd1	849.307	499.163	181.241	753.871	534.871	175.669	567.45	434.531	260.992	269.146	571.393	311.803	717.612	325.78	112.85	731.681	2232.393	276.106	452.656	471.36	261.904	725.172	610.805	238.735
Ctnnd2	3192.182	936.609	783.833	3438.508	641.044	889.145	3324.403	1791.547	1212.159	2509.491	2033.97	967.188	4055.138	2411.202	1148.976	3914.354	1773.827	2241.354	3790.359	1278.752	1718.541	3815.018	1297.549	1884.477
Ctns	4288.1285	931.4405	1302.262	3460.0280000000002	417.15549999999996	1028.831	1104.6125	899.6759999999999	3339.751	2004.0725	592.857	1795.424	3326.5035	2217.895	1208.6585	3060.0585	1001.75	3090.7995	3834.2400000000002	1156.562	3164.379	3186.5135	868.047	2821.7765
Ctps	6599.073	5557.856	3809.039	5899.658	1741.387	3317.536	3766.718	4697.42	5167.05	2964.261	4697.16	3928.206	6318.817	6258.314	2722.897	5542.315	3166.379	4115.13	6830.851	5043.352	6582.78	5847.7	3487.054	4755.79
Ctps2	7030.899	6450.433	6296.086	6536.133	6391.774	6441.806	6130.939	6136.828	6879.294	5139.425	6442.845	6358.842	7405.369	6902.528	6841.764	7193.662	8963.075	6596.316	5406.326	8988.637	7783.656	6802.766	7937.362	6781.19
Ctrc	173.875	471.249	587.948	192.468	784.7	605.179	369.315	333.991	208.705	371.88	477.366	277.68	198.813	454.025	704.399	188.947	675.039	407.364	134.622	464.5	255.623	158.66	503.841	413.438
Ctrl	381.163	906.532	635.199	345.123	1079.567	491.408	412.272	1312.613	600.955	628.954	596.509	399.446	470.832	519.766	1157.392	353.414	308.195	430.258	596.852	973.669	1067.424	383.291	579.02	660.832
Ctsb	23067.561	23574.534	25169.088	25149.82	19398.079	24884.387	21406.176	19394.381	24756.826	18065.431	21084.218	25375.725	23297.695	32466.424	20969.142	27645.618	28509.774	31137.409	24214.183	23754.647	25187.293	22381.629	23352.324	26940.098
Ctsc	18915.719	9110.04	14206.722	23727.437	8300.849	14427.931	18987.504	6119.461	10630.015	13380.649	7770.284	13767.336	18673.343	12910.237	11141.564	23734.541	14508.686	16147.327	9421.775	8993.654	7489.569	19045.212	13094.665	13709.817
Ctsd	5504.62	5554.796	6463.619	5012.99	3498.934	5951.05	6446.722	4753.657	6945.719	4230.127	4650.111	5937.25	4878.952	8731.601	5066.784	5953.567	3996.773	7449.051	6117.975	3776.79	5830.716	5093.043	2654.685	5372.235
Ctse	365.518	202.382	515.962	526.602	53.837	661.051	880.87	124.127	254.149	929.549	134.186	309.825	459.307	347.723	433.126	710.727	692.562	836.943	130.114	110.5	140.941	319.761	198.63	549.072
Ctsf	11312.729	18478.229	10912.682	11737.21	14480.065	11304.542	13169.131	15936.709	12140.719	9705.948	15775.173	12671.721	10036.352	14366.483	11525.453	10665.253	13532.054	14759.498	10491.57	14715.674	12557.606	10535.282	12420.003	13652.343
Ctsg	298.95	118.352	165.083	278.827	889.308	201.194	677.206	836.037	243.447	2335.4	523.863	89.084	72.464	74.355	29.875	125.902	1074.002	84.277	44.372	674.054	25.312	101.966	619.115	179.618
Ctsh	26043.098	30279.473	31793.03	28564.047	32013.861	32433.315	30208.942	23865.164	24123.621	26731.713	27300.953	30288.609	28725.386	26112.591	29976.718	31912.948	32370.194	29676.146	19535.329	25691.802	20253.377	27817.576	30208.411	27777.232
Ctsk	17761.768	17455.097	24558.196	20058.884	18918.127	28154.675	22787.509	14366.314	16210.684	19885.863	18535.087	22682.462	16868.442	18873.529	18522.276	22300.283	21645.184	21967.038	9931.106	15499.569	10850.524	22570.495	22682.878	23303.157
Ctsl	24911.754	24573.326	27471.937	25439.458	26985.195	27959.813	26508.873	21661.562	25106.738	23644.05	25171.197	24851.788	22699.725	22466.332	23275.192	24895.299	29090.695	27597.232	16819.909	23364.45	18610.299	22910.998	26374.691	27614.881
Ctss	13574.032	14921.112	16353.374	17645.479	17706.114	19292.147	21939.754	8825.81	9717.474	17946.033	16298.891	16057.789	17129.68	15391.068	14452.444	24908.761	22832.387	23595.884	7688.588	8674.715	6734.816	18073.299	17755.006	18600.282
Ctsw	161.833	503.192	298.461	132.176	991.859	274.477	551.171	307.327	127.364	283.576	485.699	213.499	244.879	247.182	262.453	288.586	920.626	199.282	116.859	253.285	116.051	164.891	726.262	230.967
Ctsz	10313.171	24046.701	15217.58	11920.027	25564.707	14585.951	21023.191	19114.179	9500.381	12074.219	19836.448	11716.146	13937.752	19646.678	15414.3	16358.387	23250.568	19285.244	10934.765	14967.731	10081.045	10727.856	15399.361	13060.603
Cttn	5522.639	1523.904	1599.984	5329.748	873.699	1244.656	2556.211	2014.475	2045.592	1456.679	1750.625	2220.937	3450.603	6268.545	983.425	4261.166	1619.818	2889.009	4771.361	1474.967	2113.194	4411.539	821.068	2099.164
Cttnbp2	1016.723	1123.99	1098.53	1232.433	760.66	937.374	1259.767	978.598	1929.808	1065.462	1112.696	1404.886	1221.176	1049.158	1106.651	1260.658	3321.58	1439.561	1019.268	2555.739	1861.794	1156.134	2532.308	1445.215
Cttnbp2nl	797.625	438.106	291.736	653.846	231.503	182.683	458.808	244.441	417.135	230.778	304.13	332.15	623.445	610.786	243.028	708.826	1590.477	696.493	523.05	318.741	465.936	622.253	443.807	420.794
Ctxn	135.423	400.742	495.817	230.383	679.278	739.862	191.884	484.475	237.48	216.148	486.71	486.477	237.224	502.291	386.046	266.395	473.542	384.899	244.398	346.769	228.204	324.907	466.453	357.157
Cubn	1497.333	1461.341	1461.382	4283.392	4232.82	5909.168	4635.502	511.811	1255.815	3589.921	2363.021	2971.063	2036.35	1408.372	1830.683	4632.37	4479.895	4640.83	772.102	729.38	822.896	3022.623	2548.508	4658.254
Cuedc2	15398.665	10608.433	12701.744	12502.29	8809.929	8777.595	10473.058	9519.835	9593.035	12788.751	8188.669	7148.122	13962.33	7771.825	12106.502	10278.477	5227.486	8304.545	11750.665	9854.454	7707.079	8298.389	7861.861	7062.177
Cugbp1	5209.992	3077.007	3890.304	5349.123	2242.808	3320.824	3734.265	2292.712	4991.853	3309.773	2578.632	4810.215	4391.624	5175.029	3115.826	4580.999	5369.181	5815.842	3753.104	2643.539	4410.888	4543.34	3177.419	4513.98
Cugbp2	1118.0275	631.817	454.0925	1061.999	299.45	418.77549999999997	921.862	642.8005	724.0585	446.2045	553.4110000000001	514.923	889.9259999999999	541.0875000000001	310.66600000000005	842.7	744.726	723.1125	918.9359999999999	434.73199999999997	578.7674999999999	822.139	550.5155	510.37
Cul1	16532.922	15546.528	16713.664	16463.116	10423.654	16420.287	14677.473	12336.898	18350.083	11727.634	13331.337	18590.739	16231.41	16380.63	14114.24	16721.016	19368.359	16529.384	12881.616	22232.226	18978.669	17433.769	19365.83	17897.628
Cul2	5686.906	6467.803	5970.343	6305.0985	5216.319	6239.6865	4424.1625	5612.076	6960.585500000001	5016.063	5636.932	6110.7654999999995	5389.532	5273.8535	5955.454	5087.1785	7360.115	4169.443499999999	5073.08	10975.6605	7396.4685	5599.9195	9020.05	5721.2895
Cul3	21475.66	9909.3265	16539.097	21906.6365	7963.669	16323.439	18470.177	10429.104500000001	20659.8145	15184.8505	10977.637	20345.5125	22457.5605	14693.7255	16672.258	20994.967	15898.096000000001	18516.9	18247.7795	18636.972	21509.6495	22758.677	16672.4265	19533.663
Cul4b	2477.959	2193.328	2246.153	2901.657	1585.49	2369.071	3438.787	1510.452	1992.05	2664.935	1794.546	1680.092	2622.996	1627.838	2549.571	3115.741	3863.352	2195.887	1658.184	3554.705	2166.494	2448.382	3506.154	2188.605
Cul5	1347.885	1542.289	687.898	1407.451	1239.734	802.348	1268.003	1513.291	715.533	609.056	1578.504	519.88	1234.461	337.274	635.386	1058.272	714.903	457.329	927.342	1154.311	666.127	1282.972	1011.277	498.739
Cuta	6268.662	7720.499	14453.982	6535.425	9567.975	14426.726	8417.739	9982.25	13967.454	10009.158	9899.479	14445.074	6822.727	11180.974	16403.559	6492.081	8025.911	12893.939	9474.879	7860.643	13845.108	6250.776	8035.76	13254.591
Cutc	3388.668	4174.725	5409.975	3190.277	5673.104	5657.495	3595.74	4018.71	4474.022	4165.972	3970.418	4701.552	4653.091	2695.814	5046.322	4890.157	5046.697	4221.84	3751.77	4784.839	4318.216	4596.379	5133.049	4855.463
Cutl1	1998.941	4210.582	630.718	1448.081	1602.253	488.454	1299.898	2540.047	1233.244	719.746	1764.367	799.682	1255.434	2199.888	1182.174	1216.18	2392.092	1323.083	1363.598	1860.726	979.037	1069.089	1284.19	913.436
Cwf19l1	929.624	403.022	969.112	758.166	229.425	858.281	603.079	430.192	1588.356	443.635	260.985	1117.253	816.716	744.386	701.015	732.728	200.024	906.673	1331.051	782.347	1178.436	842.063	320.496	836.338
Cwf19l2	3441.416	2080.363	2945.8	3250.323	2639.054	2400.394	2352.225	2956.324	2959.988	2075.794	2581.569	2461.812	3264.768	1168.894	2077.377	3129.007	3068.959	2349.911	2596.087	3567.517	2720.013	3358.753	3162.586	2133.581
Cx3cr1	995.254	1224.004	1559.398	1499.821	2379.126	1658.529	3306.395	963.995	683.791	1651.842	1395.559	1076.538	1354.351	1395.428	1293.497	2281.963	3019.568	2159.901	596.557	825.476	399.832	1168.319	1946.317	1160.053
Cxadr	2800.403	2906.789	2828.569	4586.853	5253.52	4542.06	6129.944	1284.799	1590.894	5193.749	3585.849	3461.329	4340.735	3365.871	3306.366	6082.212	8602.111	5046.3	1264.615	3267.453	893.818	4111.61	6982.721	3697.614
Cxcl10	7179.921	5474.92	15677.219	5923.417	4187.309	7906.584	4448.977	1060.747	315.664	3524.812	1257.08	802.88	4348.496	6243.361	9533.326	3918.919	6499.621	8308.424	632.368	12071.619	2935.84	700.919	4835.993	2030.523
Cxcl11	978.501	457.478	4289.256	812.271	554.489	2522.288	965.903	76.599	287.543	911.241	183.621	397.361	910.247	791.048	2019.971	760.001	592.05	999.354	142.857	665.235	512.484	242.35	389.549	687.444
Cxcl12	1602.643	304.731	1725.938	2098.85	390.927	2101.84	2181.685	359.223	826.529	1684.901	470.882	1684.224	1228.398	965.032	1083.633	1800.115	1075.351	1753.002	1042.916	356.442	637.25	1345.003	768.212	1315.697
Cxcl14	2583.994	1405.303	4361.299	2972.828	2117.328	3747.836	10333.685	845.865	1195.006	4667.762	1436.465	3222.599	3757.179	2505.446	4974.781	6668.348	4184.467	4024.207	784.995	397.315	426.356	2238.83	1844.64	1986.402
Cxcl16	13803.317	5654.875	14792.531	16056.165	9004.296	16010.395	17870.768	3183.084	8933.597	14472.281	5262.411	13056.648	14596.404	14174.902	12186.985	17207.144	13083.143	14487.407	7662.881	6729.555	6618.891	13708.72	10435.707	11594.148
Cxcl4	2509.457	1323.184	6013.305	2808.697	2825.405	5347.298	3804.866	836.558	1487.168	5343.933	1179.147	1768.069	1891.354	1974.968	3559.447	2116.416	2510.374	1782.045	1202.381	513.086	747.121	1505.944	1041.006	1534.378
Cxcl9	926.239	173.817	488.973	668.063	110.535	242.732	1499.819	182.796	158.534	1124.993	134.139	98.512	1950.057	149.081	379.992	1166.625	266.356	234.486	1025.061	544.617	282.552	646.024	462.603	205.012
Cxcr4	2074.143	4643.121	3034.702	2138.162	3998.786	2987.804	2555.025	3266.918	2042.418	2443.139	2752.19	1740.422	1794.67	1861.348	2320.366	2145.664	7522.855	2912.932	1381.971	4463.282	1348.187	1294.025	5127.948	1708.66
Cxxc1	3716.491	4975.858	4025.407	3723.384	3866.337	3716.044	4506.98	4139.671	4678.572	3526.38	4029.093	4911.705	3816.838	6943.945	4943.62	3853.122	2914.785	6316.33	4102.1	2985.598	4921.42	3704.989	2966.897	5493.836
Cxxc4	226.494	657.226	458.145	140.014	335.862	514.621	281.048	959.949	519.419	331.902	653.728	274.122	226.957	187.347	676.597	137.593	111.237	213.026	507.076	677.134	567.048	158.617	395.584	321.883
Cxxc5	1708.425	1479.243	1307.675	1592.549	1192.305	1508.927	1746.313	1658.03	1902.22	1758.403	1573.612	1935.793	1301.324	2454.842	1661.127	1287.342	1038.594	2014.54	2116.412	1066.63	1755.113	1429.235	1045.44	1751.713
Cxxc6	529.942	858.842	232.657	746.612	716.524	353.566	472.698	400.836	238.029	520.702	514.144	220.664	460.383	212.303	237.43	374.732	297	233.002	483.244	557.189	256.311	442.021	462.19	260.228
Cyb5	17805.711	14800.653	16488.444	18317.456	20331.784	17994.287	20866.862	19457.433	13536.598	24337.497	19902.313	16431.311	17903.745	14853.677	16224.713	18546.151	17781.931	14336.639	18804.17	18376.511	11888.983	17746.743	21617.949	15385.321
Cyb561d1	250.912	236.342	147.906	197.173	545.902	204.349	246.777	418.547	181.668	270.396	181.766	145.074	243.551	207.241	175.239	244.166	281.094	145.487	304.762	214.914	171.16	281.282	430.968	144.695
Cyb561d2	2391.483	7009.982	5792.359	2191.272	7528.023	6005.297	4029.86	7453.549	3989.468	4306.818	7201.215	5338.087	3225.627	5215.124	6694.957	2969.759	2706.119	4284.251	3428.329	5052.172	4498.52	2936.69	4885.662	5237.025
Cyb5b	1134.466	1782.99	2751.848	1201.615	2582.934	2791.955	1881.75	1855.335	1823.154	1928.281	1869.613	1874.234	1217.36	1572.497	2418.75	1228.588	1946.703	1722.738	1532.227	1633.186	1853.453	1176.003	1915.935	1797.234
Cyb5d2	3862.75	1466.761	3647.604	3621.207	2052.833	3599.95	3219.477	2186.232	3459.528	3899.475	2190.053	3061.617	3415.656	2435.814	2943.549	3247.607	1917.839	2680.509	3852.982	2478.447	4231.629	3756.882	2892.621	3659.699
Cyb5r1	14818.821	8850.174	9573.737	13956.327	6980.919	8220.498	12782.21	13443.107	11334.544	12772.252	11480.01	10602.262	14078.59	15033.781	11356.994	14163.478	10938.269	13753.608	15981.686	13849.504	12941.308	14785.55	10741.833	12845.509
Cyb5r2	2069.9	2928.847	2256.297	2091.905	3903.616	2231.232	3346.56	3122.374	2105.647	2687.866	2549.218	1897.181	3039.451	1774.833	2904.771	2990.106	3739.558	2155.185	2512.801	3908.999	2038.681	2654.6	4087.015	2351.215
Cyb5r3	2220.922	2589.393	2600.795	2941.301	1833.442	2965.751	2480.484	2275.156	3101.703	2303.639	3265.732	3666.979	2099.581	4353.051	2186.642	3203.292	4024.778	4243.164	2431.747	3153.046	2599.308	2502.436	3239.147	3582.567
Cyb5r4	4365.912	2615.736	5797.385	4723.04	2097.468	5393.28	4524.559	2503.595	5470.999	4194.355	3023.358	4953.493	4645.727	4423.294	4941.108	4548.701	4107.398	5082.326	3666.166	4974.401	5768.367	4147.886	4358.543	5086.029
Cyba	4454.238	4651.103	8643.034	5913.658	8123.381	10176.438	9852.188	4678.512	5219.198	10065.423	6090.655	7471.719	5148.477	5021.825	8337.68	7631.004	5636.62	8894.771	4040.792	3026.956	3512.123	5690.153	5367.217	7747.489
Cybasc3	810.179	283.895	846.36	696.407	241.958	851.224	394.897	257.995	1106.464	423.922	282.599	1074.829	659.771	825.368	660.895	635.268	320.684	1213.537	575.795	391.17	1244.485	546.506	315.317	1007.054
Cybb	2669.476	1310.825	1628.839	3016.621	789.746	1124.743	1684.486	379.261	1029.719	619.445	668.117	1084.249	2680.753	3052.536	576.658	2936.751	2837.169	2642.722	646.175	718.368	797.461	1489.381	1080.524	1295.51
Cybrd1	2872.362	3862.782	5485.531	4667.318	8475.018	8326.37	7819.134	4058.558	3531.491	7317.671	6348.468	5741.906	3062.053	3627.49	5230.981	5416.772	8440.256	6352.104	2116.679	3473.369	1957.237	4245.265	6412.803	5043.929
Cyc1	18439.673	25953.519	27941.415	16839.937	25027.117	26928.95	17948.215	29031.829	30882.693	20074.881	26448.897	26845.082	17587.456	27332.263	28691.151	16177.578	22685.781	25743.802	20970.995	28074.662	32139.182	17542.588	25778.882	27984.151
Cycs	23365	10958.267	18861.994	20246.243	10897.736	18924.744	20157.849	14410.584	21213.716	23850.681	14327.529	18371.061	21038.813	15174.693	17736.492	18451.634	16304.434	13172.266	23918.872	17197.876	20037.763	17876.27	15911.993	16825.124
Cyfip1	5228.507	5715.846	5035.587	5264.947	5029.064	5015.308	6060.406	4028.251	5615.889	4163.106	5231.524	5987.962	4669.192	5278.937	3596.787	5735.677	8442.198	7685.053	3508.196	4818.372	4864.935	4790.636	5125.938	5978.082
